MEDIA TREND REPORT,,,Geography :,Geography :,Worldwide,Worldwide,Worldwide,Worldwide,Worldwide,,,,,,,
25,[P],Real.com Network,"55,705","53,336","70,170","76,117","73,430","74,440","74,444","75,819","77,150","79,927","83,971","83,363","80,082","78,115"
26,[P],RapidShare AG,"41,643","40,315","43,799","45,442","46,224","49,508","55,209","59,289","64,872","71,469","79,562","77,053","79,201","75,470"
27,[P],NetEase.com Inc.,"49,688","50,271","79,856","88,951","82,918","81,618","79,453","78,657","70,925","76,055","76,297","75,534","69,096","73,027"
28,[P],Sohu.com Inc.,"44,971","45,769","76,158","88,477","85,426","81,860","79,746","85,866","76,420","80,777","81,027","80,113","69,524","70,984"
29,[P],Xunlei Networking,"36,317","40,485","63,797","76,485","84,985","78,188","86,303","93,121","85,474","82,953","74,169","68,501","63,076","68,049"
30,[P],Sony Online,"54,037","57,669","56,828","56,364","54,644","55,453","60,933","64,409","62,630","57,930","57,333","58,110","63,566","62,857"
31,[P],BitTorrent Network,"26,097","25,432","29,675","30,148","30,656","32,825","36,329","41,332","44,533","47,296","52,276","55,390","57,364","60,313"
32,[P],Photobucket.com LLC,"44,914","46,276","46,394","46,167","43,928","45,450","44,927","46,303","48,842","58,571","86,406","62,011","75,805","59,610"
33,[P],Expedia Inc,"58,803","58,691","64,011","59,216","49,627","47,843","46,626","44,410","55,481","54,497","58,896","57,930","56,453","59,572"
34,[P],Gorilla Nation,"56,537","69,656","70,271","67,134","62,570","65,242","57,911","61,148","64,463","63,376","68,393","65,330","65,845","59,506"
35,[P],HI5.COM,"49,641","56,367","56,714","55,936","58,669","57,211","58,069","60,862","59,694","63,270","63,652","60,789","54,635","57,699"
36,[P],Lycos Sites,"64,301","60,253","56,229","57,951","57,083","59,592","57,842","56,324","58,538","61,004","64,331","62,378","60,464","56,496"
37,[P],Orange Sites,"60,905","53,535","53,330","52,051","53,397","55,063","59,515","53,860","51,518","55,095","61,079","58,118","57,708","54,780"
38,[P],DAILYMOTION.COM,"34,910","36,601","35,838","33,727","32,960","37,309","39,628","40,603","42,872","47,693","53,554","57,775","54,495","54,529"
39,[P],Break Media,"22,463","23,480","28,246","29,779","31,438","31,970","33,454","36,641","39,918","41,732","44,754","45,794","53,316","52,208"
40,[P],Technorati Media,"9,464","9,820","10,425","11,990","27,075","34,588","36,953","34,974","39,532","44,847","59,397","57,462","61,334","51,379"
41,[P],Terra - Telefonica,"49,647","46,998","48,334","46,625","48,433","48,491","46,964","50,507","49,341","50,113","54,770","51,701","51,864","50,324"
42,[P],Tudou Sites,N/A,N/A,N/A,N/A,"58,115","59,833","59,240","65,565","66,080","62,144","58,410","57,408","49,314","50,310"
43,[P],Disney Online,"50,678","50,279","51,993","55,563","52,536","54,641","51,594","55,858","51,123","50,887","51,271","48,776","46,206","50,251"
44,[P],Answers.com Sites,"31,110","30,661","30,005","34,079","39,598","41,814","41,545","39,696","44,958","45,703","50,176","51,780","52,660","48,261"
45,[P],Metacafe,"29,573","30,271","34,185","37,171","38,080","37,288","38,937","44,676","46,742","48,696","55,652","53,715","47,062","48,181"
46,[P],Six Apart Sites,"42,075","39,177","40,755","48,082","47,533","47,454","45,606","47,330","50,758","48,932","51,526","50,093","51,772","48,114"
47,[P],Spil Games,"35,723","36,550","43,806","46,943","43,691","44,607","44,664","46,841","47,240","49,746","48,035","48,934","52,495","47,090"
48,[P],"craigslist, inc.","32,832","33,172","35,232","36,369","35,933","37,836","37,084","38,329","41,434","40,571","44,364","47,783","47,001","46,992"
49,[P],Demand Media,"38,022","37,061","38,701","37,393","36,891","40,058","38,087","41,146","43,814","43,700","47,481","48,442","50,112","46,659"
50,[P],BBC Sites,"45,455","42,369","39,967","42,845","43,949","44,038","45,531","43,502","47,656","48,377","49,828","48,765","47,400","45,224"
51,[P],Deutsche Telekom,"28,297","28,915","30,204","28,888","27,142","27,825","28,368","28,044","28,253","44,992","50,982","48,135","44,930","44,954"
52,[P],TWITTER.COM*,"2,632","2,855","2,607","4,304","5,570","4,361","5,137","4,354","6,090","9,821","19,115","32,146","37,323","44,520"
53,[P],"Weather Channel, The","40,959","39,302","38,790","40,871","43,164","36,497","35,392","44,866","43,759","41,937","43,145","44,292","43,759","44,442"
54,[P],MEGAUPLOAD.COM,"19,039","18,587","19,627","20,604","21,102","22,782","24,048","27,673","31,365","34,635","45,863","46,151","44,978","44,290"
55,[P],CONDUIT.COM,"11,190","12,463","12,937","14,880","17,155","21,376","23,251","26,339","31,817","29,556","33,441","36,503","42,697","43,471"
56,[P],Youku,"30,647","33,167","63,747","64,173","75,987","73,728","66,016","67,440","61,489","61,008","62,771","56,499","27,945","42,296"
57,[P],Time Warner - Excluding AOL,"98,000","50,575","59,764","59,479","52,965","53,440","51,980","56,208","47,727","48,769","50,068","50,471","43,663","42,259"
58,[P],FC2 inc.,"33,930","33,956","33,845","34,285","34,711","34,593","35,968","36,392","36,809","35,783","37,251","37,341","38,722","41,297"
59,[P],Rakuten Inc,"35,967","36,413","38,323","38,008","36,988","36,687","37,323","37,529","38,583","37,974","38,703","38,500","38,145","41,256"
60,[P],UGO Entertainment,"37,124","35,386","36,390","36,342","35,149","36,423","34,825","37,214","40,443","40,042","42,720","43,222","43,157","39,354"
61,[P],4SHARED.COM,"12,271","12,532","13,657","15,915","17,080","18,565","19,718","23,530","26,063","33,541","37,998","38,513","39,209","38,646"
62,[P],Comcast Corporation,"27,627","28,400","32,069","31,812","30,377","32,546","33,035","32,896","35,733","34,019","34,058","34,802","34,651","37,969"
63,[P],Monster Worldwide,"43,866","40,682","41,626","49,015","43,138","43,698","39,730","36,506","40,692","38,948","46,810","40,807","36,772","37,658"
64,[P],NTT Group,"32,279","32,008","32,786","32,300","32,629","32,847","33,020","32,419","35,281","33,653","35,343","34,973","35,275","37,457"
65,[P],Groupe Lagardere,"30,221","29,769","31,933","30,497","32,232","34,937","34,835","33,389","34,342","36,611","39,282","39,865","38,669","37,373"
66,[P],ESPN,"29,104","32,899","28,592","31,527","32,558","30,563","31,527","30,146","29,452","27,811","34,361","34,278","35,869","37,326"
67,[P],EA Online,"24,363","25,117","26,316","26,389","29,243","30,464","29,998","33,118","29,355","29,857","30,451","31,481","31,681","37,185"
68,[P],Oak Pacific Interactive Sites,"18,764","17,640","36,772","42,651","38,484","40,369","33,938","38,086","35,323","34,955","36,685","36,521","35,316","37,050"
69,[P],PConline.cn Sites,"18,532","15,629","28,101","38,284","38,830","39,997","38,873","41,123","38,361","39,943","37,065","35,650","32,039","37,003"
70,[P],Wal-Mart,"35,310","34,372","35,011","35,383","32,637","38,221","52,817","56,006","38,546","34,049","34,813","36,765","38,398","36,790"
71,[P],"United Online, Inc","37,406","36,809","38,129","35,669","36,852","39,528","37,905","37,813","41,424","40,728","40,394","38,171","34,794","35,056"
72,[P],Hewlett Packard,"30,717","29,849","33,190","35,027","32,896","35,529","35,345","37,447","35,580","31,952","35,400","35,991","33,207","34,709"
73,[P],MINICLIP.COM,"35,378","35,304","35,862","34,646","32,099","33,639","34,103","38,047","35,542","36,212","36,522","35,997","34,737","33,350"
74,[P],MEDIAFIRE.COM,"14,500","13,670","15,318","14,843","15,633","15,960","16,226","19,489","22,150","27,385","30,818","31,982","34,146","33,146"
75,[P],Lycos Europe Sites,"52,511","48,772","47,180","45,573","47,084","49,835","49,514","50,393","37,141","37,144","37,673","37,479","35,804","32,931"
76,[P],NHN Corporation,"30,136","29,920","30,852","32,686","31,230","33,517","33,244","32,366","32,255","32,523","32,972","33,201","33,332","32,766"
77,[P],eMule (App),"32,675","31,080","35,366","39,401","39,556","38,931","38,443","38,116","36,633","35,795","36,336","35,855","34,282","32,572"
78,[P],MercadoLibre,"30,337","29,442","31,549","31,510","32,586","34,259","31,881","34,563","34,386","36,607","38,676","33,934","33,299","31,781"
79,[P],Symantec,"17,657","17,221","18,883","28,806","27,161","28,179","29,512","33,670","38,066","37,496","39,493","40,461","32,001","31,743"
80,[P],KuGou Inc.,N/A,N/A,N/A,N/A,"32,618","36,266","38,073","39,890","38,559","35,743","35,089","33,311","31,898","31,678"
81,[P],Livedoor,"30,213","30,197","32,601","31,033","30,141","29,551","27,968","26,550","27,823","26,117","28,250","27,626","27,874","31,418"
82,[P],Nokia,"34,817","34,511","33,582","34,116","36,960","36,092","34,501","36,264","32,840","36,471","39,352","33,937","29,132","31,391"
83,[P],Iliad/Free.fr Sites,"28,619","27,887","25,301","23,401","26,343","29,070","28,685","28,084","28,604","32,196","34,041","33,861","33,099","31,027"
84,[P],Verizon Communications Corporation,"28,035","27,652","27,608","26,752","25,675","26,205","26,674","30,125","31,013","26,871","32,345","31,058","30,187","30,972"
85,[P],TAGGED.COM,"11,688","12,333","13,371","14,546","16,166","14,794","22,300","22,174","22,123","29,139","31,646","31,723","31,150","30,919"
86,[P],Jango Music Network,N/A,N/A,N/A,N/A,N/A,N/A,"11,318","17,772","16,694","19,022","20,385","20,246","32,325","30,701"
87,[P],MIH Limited,"30,194","28,462","33,291","33,011","32,743","30,641","31,023","30,599","31,270","30,690","32,640","32,229","30,563","30,686"
88,[P],Arcandor AG,"31,682","32,053","35,792","38,013","38,027","38,729","36,806","37,457","37,811","36,614","37,614","36,387","33,567","30,423"
89,[P],Comment Ca Marche,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"22,270","25,101","26,875","27,690","29,841","30,287"
90,[P],AT&T Interactive Network,"26,456","25,349","25,631","27,751","24,461","36,236","34,968","35,627","37,476","34,627","35,163","32,972","30,805","30,250"
91,[P],iVillage.com: The Womens Network,"28,912","27,567","29,110","29,937","29,195","30,384","29,475","30,632","31,733","30,550","32,872","33,367","33,211","30,121"
92,[P],Mail.Ru Sites,"15,426","16,350","25,246","26,016","26,647","28,430","28,130","30,423","30,449","28,326","30,175","30,351","29,230","30,083"
93,[P],Gameforge Sites,"18,741","19,591","21,557","28,178","24,813","27,044","28,157","23,600","30,356","33,585","25,555","25,734","29,696","29,791"
94,[P],International Data Group,"24,358","32,274","32,958","34,653","35,666","35,693","37,656","40,039","40,916","30,329","33,196","29,895","30,313","29,537"
95,[P],GMO Internet Group,"27,797","27,581","27,114","26,419","27,010","26,148","26,960","27,007","28,088","26,138","27,487","27,566","27,435","29,335"
96,[P],MININOVA.ORG,"18,968","18,457","18,556","19,216","18,450","20,744","21,574","23,132","25,383","26,184","29,420","29,719","30,886","29,221"
97,[P],Groupe PPR,"29,820","29,760","28,725","27,378","27,675","29,518","30,639","33,623","31,840","31,307","31,895","32,726","29,153","28,936"
98,[P],Craveonline,"19,952","21,379","22,278","22,996","20,000","21,349","21,348","23,311","24,976","24,410","25,834","28,312","29,561","28,917"
99,[P],WildTangent Network,"30,124","29,510","33,618","30,244","28,393","27,893","28,827","30,926","28,879","29,534","31,359","34,381","29,323","28,746"
100,[P],Superpages.com Network,"36,667","38,359","33,974","33,847","32,280","33,568","32,400","32,630","35,514","31,982","33,741","31,740","28,743","28,714"
101,[P],56.COM,"24,374","14,647","22,514","39,034","33,931","33,868","29,171","36,471","32,369","33,727","32,791","32,296","27,035","28,694"
102,[P],CyberAgent,"35,048","21,149","22,628","22,655","22,325","22,612","22,914","23,344","24,059","23,792","25,326","24,986","25,686","28,617"
103,[P],ProSiebenSat1 Sites,"21,597","20,654","22,439","21,996","22,588","23,825","24,956","29,315","29,787","29,572","31,304","28,626","29,147","28,289"
104,[P],Nifty Corporation,"27,692","26,196","26,449","26,551","26,679","26,654","25,864","25,551","27,337","25,347","25,974","26,105","26,933","28,240"
105,[P],Kuaiche.com Sites,"24,290","25,903","34,610","41,429","40,622","40,755","41,568","39,475","36,773","37,480","37,500","34,632","29,931","28,132"
106,[P],AmericanGreetings Property,"37,921","30,994","31,169","30,380","29,388","32,028","30,982","34,701","30,497","31,575","31,706","34,253","31,505","28,071"
107,[P],ARTISTdirect Network,"48,044","44,271","43,892","41,478","42,479","40,923","37,721","36,834","34,752","35,311","36,485","37,465","30,942","27,599"
108,[P],UOL,"21,729","21,543","25,002","25,819","25,687","25,498","25,355","26,725","26,051","25,936","27,668","27,745","27,624","27,501"
109,[P],Otto Gruppe,"34,239","31,478","33,350","30,771","31,298","32,508","33,693","35,235","33,452","29,831","32,206","29,876","28,693","27,449"
110,[P],NBC Universal,"22,334","23,817","20,308","23,851","21,831","32,014","23,791","23,289","27,112","25,785","26,011","28,867","24,725","27,410"
111,[P],United-Internet Sites,"24,835","24,700","24,873","24,093","24,359","26,522","24,554","25,668","25,576","26,094","28,884","27,729","26,491","27,225"
112,[P],Hi-Media Group,"29,737","29,244","28,930","27,882","25,939","26,005","25,851","26,440","25,269","25,057","28,092","27,697","28,439","27,165"
113,[P],"PPStream, Inc.",N/A,N/A,N/A,"29,152","29,410","29,548","31,545","32,089","32,351","30,836","30,602","28,958","25,829","26,917"
114,[P],Dell,"25,440","26,530","28,035","26,936","26,591","27,620","28,002","28,973","28,112","25,806","29,200","27,786","25,538","26,885"
115,[P],OnLine eXchange,"9,664","9,000","10,974","11,303","12,321","11,211","9,890","10,401","14,147","16,146","21,519","23,457","25,853","26,672"
116,[P],Priceline.com Incorporated,"19,763","20,577","23,263","20,074","17,893","18,311","16,632","16,519","20,542","22,315","26,113","25,617","25,057","26,551"
117,[P],360.CN,"12,301","16,047","28,428","29,100","30,037","28,396","28,544","34,423","31,799","29,575","22,597","17,162","14,033","26,458"
118,[P],Federated Media Publishing,"22,844","14,074","15,509","16,535","17,240","19,090","17,897","19,466","20,064","20,426","28,641","27,924","23,984","26,105"
119,[P],Verlagsgruppe Georg von Holtzbrinck,"18,226","23,955","25,007","25,965","27,350","28,563","28,081","27,167","27,248","27,801","28,856","27,635","25,943","25,989"
120,[P],Grupo Intercom,"27,963","26,721","26,086","25,986","28,578","29,317","24,588","13,522","15,068","16,836","19,577","19,278","20,468","25,822"
121,[P],Shopzilla.com Sites,"34,387","32,003","32,329","31,798","33,152","34,291","35,395","41,546","34,779","30,380","31,072","30,222","27,740","25,688"
122,[P],auFeminin Group,"17,659","16,325","16,300","15,305","16,911","17,390","18,394","19,917","22,064","23,608","25,556","25,774","25,670","25,477"
123,[P],Bank of America,"25,600","24,519","24,602","26,042","24,987","26,565","26,127","27,886","27,137","26,479","27,362","26,979","26,371","25,267"
124,[P],YellowBook Network,"21,163","20,185","20,933","24,363","21,856","22,554","22,400","21,779","18,833","17,073","20,160","21,243","21,506","25,234"
125,[P],Everyday Health,"20,121","18,205","17,282","17,371","17,656","28,954","28,112","29,896","29,303","24,597","27,280","27,928","27,077","25,189"
126,[P],Yandex,"16,575","17,629","23,953","25,773","25,922","33,195","39,259","28,702","28,475","27,134","28,664","28,946","28,617","25,117"
127,[P],DEVIANTART.COM,"14,652","13,697","13,932","15,153","16,581","17,792","18,610","20,349","21,955","23,509","26,597","25,487","27,312","24,763"
128,[P],GiantRealm,"13,641","12,414","13,138","13,483","11,487","13,125","14,965","15,590","16,355","11,630","12,282","11,425","18,516","24,600"
129,[P],Target Corporation,"29,582","27,222","27,769","28,995","27,001","29,178","37,192","42,694","27,497","25,840","26,862","25,953","25,882","24,393"
130,[P],RTL Group Sites,"17,847","17,209","18,017","17,321","16,769","17,560","17,385","17,457","22,130","22,368","23,491","24,510","25,546","24,306"
131,[P],SourceForge,"20,797","19,049","19,525","20,509","19,989","20,549","21,784","21,213","22,800","23,521","25,841","24,018","23,936","24,178"
132,[P],DIGG.COM,"15,395","15,139","16,461","15,777","15,448","16,264","16,847","17,739","19,576","19,235","21,241","23,113","24,867","24,075"
133,[P],LIMEWIRE.COM,"31,317","27,658","25,069","22,565","24,253","24,752","23,487","22,726","20,514","21,750","30,612","31,510","24,720","24,059"
134,[P],CareerBuilder LLC,"25,707","24,453","25,425","23,506","26,794","26,816","21,423","19,994","28,754","24,203","25,942","26,875","23,809","24,042"
135,[P],Skyrock,"21,550","21,041","20,116","18,850","17,220","18,801","19,742","18,366","18,023","20,660","22,732","22,991","24,544","24,019"
136,[P],"AT&T, Inc.","30,219","28,879","29,691","28,836","30,216","22,223","25,373","28,036","25,083","22,240","22,620","23,875","22,247","23,172"
137,[P],NETLOG.COM,"14,553","15,930","18,151","20,961","21,848","22,003","21,177","20,534","19,825","23,066","23,009","23,815","22,939","23,073"
138,[P],Vodafone Group,"32,785","31,423","30,745","27,524","26,819","27,617","26,362","28,189","25,541","25,201","25,878","23,268","25,772","23,057"
139,[P],WebMD Health,"24,214","22,910","22,286","22,457","22,654","24,372","23,133","21,980","26,621","24,839","27,572","27,065","25,699","23,006"
140,[P],IFENG.COM,"10,055","7,052","12,881","21,007","20,987","21,917","22,779","22,679","19,564","22,232","22,897","22,751","19,891","22,916"
141,[P],Discovery Digital Media Sites,"23,795","20,863","19,300","18,719","20,451","21,823","20,116","22,277","24,456","23,240","24,329","25,435","27,403","22,808"
142,[P],Gannett Sites,"27,562","24,687","24,037","25,875","25,495","26,383","24,656","24,398","25,981","26,703","25,142","25,624","24,359","22,718"
143,[P],Maktoob Group,"6,140","6,529","6,911","7,220","7,305","7,366","7,584","7,639","8,628","24,776","27,260","25,369","24,268","22,652"
144,[P],MEGAVIDEO.COM,"9,854","9,246","11,970","18,692","25,573","18,900","21,377","21,901","21,689","18,973","20,595","22,554","23,948","22,577"
145,[P],Sakura Internet,"19,652","20,160","19,864","18,476","18,846","20,355","21,529","21,167","21,618","20,683","22,079","21,549","22,345","22,314"
146,[P],Reed Business Information,"20,450","20,037","20,376","20,874","22,847","24,103","24,032","22,239","25,551","26,250","28,033","25,767","23,891","22,178"
147,[P],SCHIBSTED Group,"21,583","21,218","20,367","19,154","20,261","20,629","19,841","19,593","21,361","21,552","22,966","23,370","22,208","22,144"
148,[P],Xinhua News Agency,"18,713","17,234","22,338","29,322","30,238","26,759","27,008","27,480","23,322","27,861","27,906","24,271","20,722","22,001"
149,[P],Kingsoft Corp,"13,250","16,384","19,674","19,907","21,212","20,307","18,454","17,173","12,945","13,611","18,063","17,084","14,725","21,950"
150,[P],"Sun Microsystems, Inc.","18,345","21,029","23,243","23,581","22,379","22,512","22,002","24,713","24,834","22,446","27,286","26,904","22,618","21,878"
151,[P],imeem,"24,033","25,888","27,058","24,404","21,829","22,145","21,889","22,834","23,060","22,670","24,009","24,407","24,789","21,753"
152,[P],PCPOP Sites,"14,073","11,366","17,961","24,819","26,359","26,779","22,469","24,516","21,110","24,262","22,640","22,889","19,617","21,750"
153,[P],SNDA Sites,"9,080","8,295","24,762","18,843","18,916","18,752","21,162","19,832","13,968","13,940","16,087","18,728","15,567","21,729"
154,[P],Hearst Digital Media (w/ history),"15,545","15,720","15,608","15,193","16,351","20,630","19,297","21,091","20,316","19,870","21,318","20,797","24,072","21,703"
155,[P],Alloy Digital Network,"11,808","10,779","10,028","10,725","11,237","10,386","9,353","9,840","9,762","10,013","9,210","14,147","14,644","21,527"
156,[P],V-Kontakte,"8,781","9,235","14,752","16,619","17,272","18,835","19,240","20,316","20,551","18,513","19,609","19,668","20,312","21,420"
157,[P],Conde Nast Digital,"23,679","22,269","21,532","21,325","21,624","23,780","23,987","25,029","22,887","22,244","24,061","23,886","22,640","21,259"
158,[P],RAPIDLIBRARY.COM,"1,755","2,584","3,917","4,619","4,862",967,"5,085","7,859","10,167","12,663","16,036","17,184","21,104","21,192"
159,[P],Buzz Media,"13,172","15,388","16,220","19,270","17,828","20,177","19,801","22,344","21,175","20,068","22,271","21,579","21,482","21,075"
160,[P],NEC Corporation,"18,439","20,507","20,856","20,782","20,925","19,506","19,189","18,448","19,224","19,235","20,271","19,244","19,614","21,074"
161,[P],Globe7,N/A,N/A,"19,799","18,891","19,916","17,513","17,058","15,651","17,790","23,646","28,633","22,903","27,428","21,030"
162,[P],Organizacoes Globo,"14,851","14,750","17,788","19,416","19,671","19,225","18,833","19,671","20,455","20,356","22,127","21,193","20,599","20,330"
163,[P],SK Group,"17,099","15,595","17,339","18,693","18,154","19,936","17,840","20,992","20,185","20,066","21,435","21,808","19,629","20,310"
164,[P],Citigroup,"24,413","22,307","22,796","23,028","21,600","21,376","21,465","21,819","19,833","20,604","21,736","21,891","20,144","20,226"
165,[P],Best Buy Sites,"18,184","17,361","16,120","16,894","15,769","16,058","28,543","35,680","23,915","21,919","20,867","20,255","19,782","20,216"
166,[P],Travelocity,"15,293","14,622","14,014","12,378","10,777","10,729","9,714","9,836","12,611","12,781","14,016","13,268","11,801","20,032"
167,[P],RCS Media Group,"15,895","14,609","16,141","16,398","18,851","20,697","20,223","17,561","17,583","18,814","20,181","20,531","20,978","20,019"
168,[P],Axel Springer AG,"15,415","14,047","13,825","15,074","15,786","15,814","16,256","18,010","19,556","19,788","20,877","19,659","20,894","19,770"
169,[P],Sony Music Entertainment,"13,954","13,539","12,656","12,862","12,425","12,784","12,629","12,371","16,815","16,963","18,500","17,051","16,827","19,692"
170,[P],"Recruit Co., Ltd.","15,212","15,330","16,108","15,963","16,405","15,533","15,998","16,977","18,165","17,032","18,652","18,491","18,005","19,674"
171,[P],Groupe TF1,"10,976","12,453","12,779","13,914","13,398","14,157","14,318","14,207","15,589","16,519","18,314","18,675","18,589","19,588"
172,[P],FRIENDSTER.COM,"38,077","37,080","36,897","36,842","35,148","33,531","31,325","29,870","27,049","25,905","25,092","23,516","21,083","19,554"
173,[P],TARINGA.NET,"7,529","7,209","7,376","8,270","8,961","10,596","10,528","11,288","12,270","13,555","16,524","17,820","19,608","19,546"
174,[P],SkyCN,"12,281","12,527","22,107","24,279","22,523","24,225","22,437","22,729","19,925","21,882","21,290","18,264","17,166","19,504"
175,[P],Bestofmedia Group,"12,090","12,104","12,372","11,683","13,009","14,093","14,435","15,854","16,177","16,336","17,900","18,702","19,632","19,483"
176,[P],TravelAdNetwork,"21,458","20,332","20,013","19,019","19,204","17,648","17,435","17,684","19,323","19,633","20,331","19,439","19,175","19,423"
177,[P],SOFTPEDIA.COM,"14,261","13,358","14,454","15,438","14,689","15,229","16,228","17,814","20,363","22,220","23,799","22,959","22,145","19,416"
178,[P],Grupo Brasil Telecom,"15,175","14,705","17,060","17,699","17,720","17,447","17,502","18,897","17,475","14,490","20,301","19,852","19,489","19,343"
179,[P],BitComet (App),"14,673","15,282","17,124","17,649","18,315","18,292","18,319","19,124","18,513","18,897","20,773","20,254","19,273","19,295"
180,[P],China Central Television Sites,"10,115","7,881","14,584","30,820","18,847","17,721","17,449","18,591","18,787","20,524","18,666","17,855","16,704","19,274"
181,[P],CyWorld,"15,594","15,331","16,069","18,916","17,394","19,949","18,931","21,853","21,657","21,801","21,046","21,813","19,448","19,269"
182,[P],Travian Games,"8,072","13,734","13,893","12,473","11,816","16,239","18,219","22,322","21,763","37,043","33,389","29,328","27,433","19,125"
