"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: All Locations","","","","","","(c)2010 comScore, Inc"
"","","","Time Period :: October 2008 - December 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 1/22/2010","","","","","",""

"","","","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009","Nov-2009","Dec-2009",
"49","[P]","    BBC Sites","44037.8583015238","45531.1572114814","43502.3841182455","47655.8080015301","48376.5957398915","49827.7511180674","48765.4904816406","47399.6967171107","45223.5317925449","46038.0783528718","44599.2823176242","45465.4073936299","55305.9769660924","55128.121494914","57512.885036498",
"50","[P]","    4SHARED.COM","18565.1744198259","19718.168217247","23529.5419897259","26062.9455397745","33541.4651531654","37997.7641070085","38512.7794645409","39209.3464180885","38646.4611648611","42199.9406228557","43731.3395224074","43767.7833651028","49575.184374695","48970.453795755","53535.110422548",
"51","[P]","    Spil Games","44606.7764894753","44663.5002437663","46841.4581795791","47240.0318787044","49745.8920480619","48034.8660399196","48933.6295960161","52494.4999480336","47090.3379083463","53507.6521831986","51698.1890634388","48964.0242124836","50379.0165381831","50762.54343702","53518.100857226",
"52","[P]","    Disney Online","54640.807808111","51593.7774086675","55858.0655563559","51123.1747212383","50887.2783568222","51271.4989254733","48776.3493669814","46205.847918372","50250.5728502889","53828.0762650855","51714.7910825839","50802.571680807","53881.1770381941","48174.937038731","52519.053891516",
"53","[P]","    Federated Media Publishing","19090.1752001759","17897.486841794","19466.19326845","20063.6067705931","20425.8782333935","28641.4881966463","27923.5443628033","23984.4338654138","26105.0365545681","29417.3789652058","36002.1169768642","41567.1762492201","41818.0811173802","36192.735115897","51702.795301958",
"54","[P]","    Weather Channel, The","36497.0952549809","35391.999764838","44866.0767987108","43759.4661803132","41936.8857860186","43144.5970887347","44291.7816564732","43759.0300005561","44442.2486379673","44409.4405650191","44456.600780057","42289.3316665594","43487.5990707736","40180.806028161","51097.589758593",
"55","[P]","    Deutsche Telekom","27825.205859997","28368.0067413762","28043.5249850753","28253.4524905603","44992.4197827712","50982.41504426","48135.0284071895","44929.838289135","44954.4226358985","46678.1034593894","49389.2543687973","48344.2704736457","49381.4476853459","50488.542422938","50766.489436066",
"56","[P]","    Youku","73728.3184443249","66016.4759950951","67439.7177764138","61488.6210136277","61007.5901523863","62770.724447217","56499.1191848902","27945.1568872599","42295.8337174783","51799.8304027959","53105.0946629798","49625.9660044284","50935.4828624888","51212.919857342","50255.358485184",
"57","[P]","    Metacafe","37288.175388454","38937.0855630912","44675.9781576877","46741.7974725694","48695.5841718805","55652.4483223229","53715.2962662854","47062.445078119","48180.7896338351","50024.5632951438","46705.3900422306","44408.5743770371","47592.9113168248","47703.66055979","50115.08354842",
"58","[P]","    HI5.COM","57210.9502598119","58069.1062325374","60862.3155230625","59694.4826625649","63269.7386617956","63651.7271592478","60789.0674671502","54635.0726200454","57699.0782053689","59427.3909385322","54374.3080108771","49546.1896674754","46987.4923300847","48091.663975467","49612.865545865",
"59","[P]","    Comcast Corporation","32546.1147249382","33034.6459003391","32896.1426534009","35733.202144155","34018.7894790863","34057.8810158793","34801.624615222","34650.8000734215","37968.6754377881","40419.0339565274","37619.7369680664","40144.2365714598","42355.1873735071","47159.27993136","49284.001747427",
"60","[P]","    MEDIAFIRE.COM","15959.6617000103","16225.6911418396","19488.9542789715","22150.432934786","27385.2183330018","30817.5724806316","31982.0575143646","34146.2552122867","33146.3208502734","36488.9316435138","37004.3772107254","37150.742411736","40490.787249828","43498.36087985","48025.651224384",
"61","[P]","    craigslist, inc.","37836.0783802569","37083.7409910159","38328.7763205421","41433.5507399803","40571.3095057051","44363.5543975069","47783.4685672506","47001.3160175472","46991.7929481216","48941.6130625537","49436.1380309707","48210.9780519981","46213.8364642271","46181.099575553","45893.868167938",
"62","[P]","    Oak Pacific Interactive Sites","40369.3058933402","33937.772874012","38086.1614105565","35323.0706119674","34954.738617556","36684.9745502459","36521.1751675416","35315.9366852245","37050.2019230604","42231.4939532724","49848.6603991821","49090.0469183899","53978.5269071438","50054.731747874","45804.942438101",
"63","[P]","    UGO Entertainment","36423.1555584498","34824.5170547811","37213.58569826","40442.651045403","40041.8056749695","42719.7029819842","43222.1848704658","43156.9203544214","39353.7454841659","43408.9863326554","40728.5440607653","40037.7837448043","41490.1386786885","40965.096952477","45035.749837278",
"64","[P]","    FILESTUBE.COM","2266.1763149568","2577.7588246475","4256.1484639757","4547.5203186644","5913.0120959904","7080.80862755776","7346.94026466409","9177.29207872042","9473.80510327925","13047.2298568115","19621.010802152","26289.7606777467","38509.942880223","44408.7602719","44729.428676738",
"65","[P]","    iVillage.com: The Womens Network","30384.4029171434","29474.8299875531","30632.3845302392","31732.6261151377","30550.2374502546","32871.5304711373","33366.753932956","33210.7848259552","30120.551974891","30959.5646606161","32408.7707969857","39709.2757253982","41855.5984739761","41139.205769477","44664.699927755",
"66","[P]","    FC2 inc.","34592.6120190926","35967.5317248554","36391.8264199939","36809.3319003108","35782.9554029002","37250.5077346507","37341.4597571611","38722.0209137578","41297.2978012668","39915.6391610475","41324.08876424","41709.6473879321","42200.8582136484","41355.518940352","42648.711472996",
"67","[P]","    ESPN","30562.9586167561","31526.9505794359","30146.2831233429","29451.8071272667","27810.5446231152","34361.3952666576","34277.9430977304","35869.2936141574","37326.1866301267","35839.1022987111","37181.5822212275","45680.0597355546","41852.450600478","43130.854040596","42353.991919385",
"68","[P]","    Rakuten Inc","36687.2306128807","37322.8853017226","37529.1830909051","38583.2533558996","37974.1543720933","38703.4775311057","38500.1523376788","38145.2812743325","41255.9094316806","40215.6438084444","40934.3840914201","40736.2295620661","42220.1328465309","40625.266520224","42333.937030372",
"69","[P]","    Hewlett Packard","35529.3456501403","35344.6165537042","37446.8179453933","35580.1045408136","31951.8998518365","35399.6222935077","35991.4847796054","33206.5574554531","34708.5647857183","39396.1430696796","41199.4443893447","41564.0713435921","45918.8915419297","42012.133026104","42299.078623238",
"70","[P]","    Alloy Digital Network","10386.484828019","9353.3142783316","9839.8807716367","9762.3494567919","10013.1406533096","9209.50392887556","14146.5372508959","14644.046493563","21527.3167862941","24599.1843143757","23144.7606571008","35137.406580576","35300.4668171556","36799.22938272","41017.559820764",
"71","[P]","    Dell","27620.4127196454","28001.8118514895","28972.8096868836","28112.0487790812","25806.0907533316","29200.3845519318","27785.7100892824","25538.2547940742","26885.3011264367","28614.8461968156","29732.7894472944","27638.1353777999","28631.7422291712","31834.884892265","39997.147419632",
"72","[P]","    Groupe Lagardere","34937.1127996111","34835.1042409031","33388.7380930589","34341.7657664244","36610.705319165","39282.1183977617","39865.3998594129","38668.69003886","37373.3734802982","37018.0496015655","37625.363619403","39211.4421011227","39840.4829403444","40449.966288608","39932.466799404",
"73","[P]","    Symantec","28179.3525324092","29512.0710388649","33670.4958181303","38065.8035561545","37496.2850781497","39492.5382765175","40460.8603058909","32001.2565728055","31742.99695142","33687.5342034051","37358.2520704421","39783.4928763172","39105.5300937962","37219.34416469","39037.651148485",
"74","[P]","    Target Corporation","29178.3667307232","37191.637391958","42694.0124380272","27496.5766022242","25839.5532218713","26861.648110537","25953.3608999891","25881.9819367842","24393.4678414057","26080.1880026893","25606.3807511819","24543.6823698865","25826.0724788463","36043.87453365","38731.516297328",
"75","[P]","    PConline.cn Sites","39996.7093449539","38872.8198483573","41123.4593499821","38360.9279300363","39942.9216867485","37064.5175682585","35649.7228804558","32039.446723057","37003.1142081874","42913.3463975242","44355.2000893886","42826.1757771013","45566.3800488881","41182.60951743","38501.89909224",
"76","[P]","    Time Warner - Excluding AOL","53439.5258868895","51980.1198236376","56207.7447755148","47727.4158768027","48768.9295960078","50067.7890068957","50471.2890188468","43662.7989386188","42259.0201716415","48561.0091208637","40415.6524085261","40913.8619389615","43628.6008026349","48077.029154224","38172.615750876",
"77","[P]","    NTT Group","32847.4156393872","33019.5500079763","32419.1204766138","35280.5285345191","33652.5823411606","35343.4611743349","34973.0467007266","35274.6138418886","37457.2184534014","36835.7460531395","37329.5598989747","37186.8609755659","37823.1864760539","38196.237989449","38047.384378925",
"78","[P]","    BROTHERSOFT.COM","22581.9588493028","23672.7651322021","23185.3048342354","27358.8125142291","19363.0308866823","16762.5239677929","16469.4466744003","17471.300915396","16626.7319459733","19118.2571537636","19765.0063521425","25012.5306375541","35210.9439501433","36477.125678463","37949.385555609",
"79","[P]","    LINKEDIN.COM","11212.5598186368","12112.3562558261","12728.7077715323","14769.3359331568","14497.8617596554","17112.381833279","16122.7480103103","15257.3255923544","15978.018059683","18111.374446586","20121.875838179","22541.9757910849","35168.1381050459","35535.265489065","37805.358615282",
"80","[P]","    56.COM","33867.5121845047","29170.7942371318","36470.5543047328","32369.172367812","33727.0881345474","32790.777028836","32295.8433924823","27034.8731700673","28694.2904159289","32082.1714626571","36700.7945845763","34893.7608466275","39995.5090890964","37263.689114321","37765.299921809",
"81","[P]","    Comment Ca Marche","N/A","N/A","N/A","22270.2075978936","25100.8594031924","26874.828879373","27689.5374746472","29840.8651955902","30286.8049300665","31202.4458412605","31680.9944296127","33119.5428636831","35430.6141891346","36993.178475088","37733.122109706",
"82","[P]","    Best Buy Sites","16058.1681249623","28542.7237781964","35680.4897334659","23915.2780353026","21918.856658846","20867.2193641671","20254.8746039926","19782.2308388116","20215.5676587439","21175.372987152","21931.3050471558","21723.8598257638","21344.5288804128","32378.599122388","37491.607861272",
"83","[P]","    Nokia","36091.617201169","34500.6844682813","36263.6645793493","32840.3301244965","36471.2571378834","39351.5396454304","33936.684857608","29132.4138513529","31390.5322723333","31344.2462818598","31853.8533913023","32181.300937002","33569.9057362302","35284.135240456","37261.707837224",
"84","[P]","    Qihoo.com Sites","22921.1271184688","18560.0757553433","17322.1345068916","13760.7253195836","13687.7060917639","10726.777174596","8181.90795183079","7395.23288796022","9829.0654477993","11655.7148198761","11833.7676795847","8760.857176714","44171.4678449355","46135.716293827","36628.715920753",
"85","[P]","    WildTangent Network","27893.0943684505","28827.24886097","30925.5384530342","28878.9400963762","29534.3464001202","31358.9085792153","34380.7522882414","29323.3225582385","28745.7973915503","31695.5677071052","33175.0227152251","30612.5435685329","33258.3888703631","33476.157431059","36319.482839171",
"86","[P]","    EA Online","30464.1446645414","29997.8168749014","33117.6066507011","29355.2814246667","29857.219279195","30451.0651118459","31480.7595283497","31681.2593042739","37184.8037080348","34736.9339840121","32464.9489414044","34203.5542965541","33757.7447114423","37516.945482333","36270.41076571",
"87","[P]","    Livedoor Co.,Ltd.","29550.9616927342","27968.0956980868","26549.6662273465","27823.320172265","26117.2052897066","28250.027282019","27625.7017233486","27873.6038782214","31418.4658476856","29782.6385782078","30366.5320148146","31629.2838157934","36176.6429265596","36203.517678821","35907.995942756",
"88","[P]","    MIH Limited","30640.9480721696","31022.806575361","30599.3883819759","31270.4444299249","30690.0702561567","32639.7696174593","32229.377180967","30563.3386714984","30685.720806699","30782.4748112903","33654.7839781835","33163.6057118553","35748.5867756044","34692.010544944","35814.820606871",
"89","[P]","    Betawave Social Sites","9429.6428092588","9439.6417831353","8083.6366293431","9325.5553308803","10242.841631936","10414.9101452097","12435.5122054227","12150.4518164963","11678.9549454247","37509.4053175674","34555.184244861","31764.7910427087","31186.2928862961","33239.913673902","35296.910865916",
"90","[P]","    Groupe PPR","29517.7861049741","30639.4831940739","33623.048324595","31840.2901446575","31306.8254890555","31895.1671150068","32726.1649589673","29152.7745388153","28935.8219347","27142.585168408","29020.2640476663","29811.3638402644","30756.9349264606","32878.086797412","35242.175565105",
"91","[P]","    Everyday Health","28954.0593066382","28111.9381542462","29895.6944095461","29302.851938248","24596.909426999","27279.6783496776","27927.540621231","27077.1727848326","25189.1678796222","24472.5068028434","33070.4640684969","35039.3042721856","34051.9718326651","32758.972126092","35220.33763962",
"92","[P]","    International Data Group","35692.8569483665","37656.3472119471","40038.8855496678","40915.7529796472","30329.2394300791","33195.6050166209","29895.3485490527","30313.1655076938","29536.5348971432","31886.5841149207","30034.4714276249","30472.6399815543","33609.259025234","33380.365273397","35151.124622284",
"93","[P]","    NHN Corporation","33516.5712307341","33243.6640775147","32366.4803177467","32254.9726164555","32522.976723775","32971.611236675","33200.7142267724","33331.9199412432","32766.201211019","33672.0126393726","33079.5516365104","34349.4906515352","33947.5931077137","33702.528349937","34585.093917224",
"94","[P]","    NBC Universal","32013.6565309063","23790.8827331436","23288.8045209435","27112.1563057442","25784.8460635785","26011.3247267514","28867.2857547214","24725.4064769511","27410.4100717428","27202.9267646063","26863.2291396986","34919.0646412518","34894.1053856152","33781.501927083","34530.275893999",
"95","[P]","    Craveonline","21348.6270393641","21347.9044599963","23311.3927793343","24976.3302514746","24410.0411143949","25834.212735664","28312.2053138089","29561.2711247797","28917.3644155164","34316.5314891203","27357.5065836105","27269.0763272099","30358.9085359322","31259.224298528","34243.443842682",
"96","[P]","    Shopzilla.com Sites","34291.4945666026","35395.1218071506","41545.7464715727","34778.5710002312","30380.082792507","31071.9997189238","30221.7464928819","27740.2923084593","25687.7518315094","28223.2151382428","28293.3026591571","28227.4876151497","29917.6686469811","31823.20962203","34048.155001973",
"97","[P]","    Yandex","33195.2186034677","39258.5852687184","28702.2662234344","28474.6736118077","27133.730076152","28663.6061227139","28945.8417791284","28617.275648012","25116.8841648704","28588.7022037422","30497.3082214383","31294.5534205518","31945.5617988385","33080.992464562","34023.664572788",
"98","[P]","    Otto Gruppe","32508.2582121471","33693.4459617452","35234.891122113","33451.7396924613","29831.3589080537","32205.6743729198","29875.9216605495","28693.0126882417","27449.1818726167","31652.7989982532","30914.0270804854","32873.5776968459","32213.1495035218","33309.19903985","33922.97062363",
"99","[P]","    Monster Worldwide","43698.3214063146","39729.511240694","36505.8714167416","40691.712684126","38947.7394886303","46810.2460603734","40807.2405325816","36772.2582739167","37657.5849724026","37144.2451149354","37576.0090144177","38232.3748651641","37752.9430987772","36477.890090116","33806.394381759",
