Media Trend			Geography :: Worldwide						My Metrix								
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L..."			Location :: All Locations						"(c)2010 comScore, Inc"								
8	[P]	    Amazon Sites	187353.8659	188202.0069	183002.7292	194927.8433	192441.3334	188601.8487	185035.2121	197306.2088	200671.325	201903.8525	212204.2034	223851.1273	240584.1119	244658.3685	224565.929
9	[P]	    Ask Network	164513.4926	164190.6236	164566.161	172551.98	169915.644	171612.533	173765.9353	191752.3025	189937.4023	207555.1027	209778.5205	213974.7933	215730.214	227804.3478	214938.9831
10	[P]	    CBS Interactive	178843.7054	180319.1574	185641.6702	202560.0451	192200.1942	185351.2453	185679.0002	195694.8556	194036.0255	195793.8007	201899.1667	201809.499	211360.4369	211785.0162	190590.3132
11	[P]	    Apple Inc.	161499.6468	157638.9438	158271.8769	170395.0529	167911.8038	166754.0706	173022.2867	177227.0787	176467.5625	183162.618	187990.6362	192619.6924	209500.3407	204258.0356	190382.8063
12	[P]	    TENCENT Inc.	317233.4924	312094.4615	311206.5854	309166.6931	308955.5704	296338.5594	304383.8973	292795.9478	145701.0203	149802.5646	151019.1223	152325.1082	153375.6614	156422.9134	168183.4975
13	[P]	    The Mozilla Organization	114337.5133	82643.19077	128380.3355	153829.8034	152228.8296	113431.3841	137198.3673	138865.5317	161892.8737	155888.9312	135901.6169	147930.1264	167696.9737	197402.8982	165048.5541
14	[P]	    Fox Interactive Media	172841.4266	173366.1075	175275.6572	183136.9824	179562.9786	177339.6113	169831.4037	170108.6144	164611.7598	168676.8862	166036.139	159182.1626	174582.0193	173819.2388	163112.5112
15	[P]	    Baidu.com Inc.	304893.1367	294837.7699	295177.8674	294562.3788	294894.1783	304173.2894	296643.3178	290722.835	145573.0731	147471.7637	152489.8677	152398.4535	152199.2933	157107.2007	163040.8037
16	[P](h)	    Glam Media	110577.3537	103134.3652	102197.9241	108823.9247	110811.4075	117662.6079	110407.926	114546.5293	112687.6331	125516.4126	134384.6147	140755.1862	159793.2335	163823.8821	158082.6801
17	[P]	    WordPress	117154.7172	120191.5229	126167.924	144111.3517	143042.0761	145981.203	274597.3141	140138.7953	137478.3485	141230.564	151763.5514	154479.9656	159638.8159	161389.8369	144525.3851
18	[P]	    Adobe Sites	123622.9684	127542.652	127086.838	140949.8194	134269.6246	132616.5375	145847.4477	148608.3408	148378.2946	150206.4225	149878.0456	140051.721	140010.7684	148063.5085	134056.5132
19	[P](h)	    Turner Network	73052.30092	85784.63728	77830.30499	78052.13109	79488.47097	79520.04571	81476.49464	81575.78364	76308.57929	75835.49724	90422.28306	92053.7702	103274.4023	113484.8262	114550.575
20	[P](h)	    NetShelter Technology Media	74173.4242	77883.65304	83103.1387	90672.53636	90223.62143	90563.92681	86665.00973	89888.92819	93643.80145	97336.56057	104929.5742	108239.1531	122455.3539	121798.4169	108545.8655
21	[P]	    SINA Corporation	112374.9079	109486.5696	111460.2515	111761.3735	111114.4542	98596.12816	200547.6114	203168.4131	108467.2873	106003.5758	112604.1966	106411.5075	100109.9008	104149.9263	103181.3271
22	[P](h)	    Viacom Digital	90098.60462	92193.85893	91484.1642	97221.47836	97238.47572	97018.87443	100555.7159	101528.9237	98669.87907	95490.94175	96631.15925	96031.48057	100745.1101	98240.19861	99080.61434
23	[P]	    New York Times Digital	73466.82205	85819.58737	83900.51642	87705.33185	85778.67829	84111.32663	80054.27966	81169.80274	83293.95767	86648.1287	91515.05553	91972.8512	96533.54115	101547.4723	93673.2978
24	[P]	    Alibaba.com Corporation	94532.2561	82441.36535	85617.40866	89724.5714	84348.55209	82438.59897	91978.78969	96175.35778	102480.1728	104549.2308	106637.5471	110156.1767	112038.6469	99927.72946	90404.77247
25	[P]	    BitTorrent Network	41332.07081	44533.4284	47296.07026	52276.2252	55390.41334	57363.60832	60312.64154	63323.95726	66186.84156	68277.14797	73800.55503	77060.65052	81709.15402	87676.79403	84012.6379
26	[P]	    Sohu.com Inc.	171732.8514	152839.2161	161554.7319	162053.1521	80113.364	139048.5514	141967.1873	153839.0934	82719.19508	81062.19198	84744.1718	77542.13341	78853.78791	82345.86205	80280.58133
27	[P](h)	    Technorati Media	34974.27622	39531.61714	44847.10198	59396.55537	57461.60667	61334.47119	51379.2819	58260.82266	69336.6553	76877.89617	66273.02907	71371.38938	70446.37598	73086.43684	78738.17036
28	[P]	    NetEase.com Inc.	78656.53592	141850.2877	76054.71398	76297.27075	75533.91617	69095.84585	146053.1217	150483.3834	82069.50092	86774.43858	93950.43577	89858.65156	81562.6915	81445.13864	75770.83104
29	[P](h)	    Demand Media	41145.99837	43813.5472	43700.28076	47480.81244	48442.38401	50112.18997	93317.26764	52606.443	54643.43574	73394.49095	76939.07109	73367.39055	70855.99883	76975.92628	74649.89544
30	[P](H)	    Answers.com Sites	39696.27643	44958.25294	45702.89911	50175.95745	51780.0647	52659.80643	48260.5222	103157.0229	65929.99662	83059.35316	84120.16094	75959.03407	67704.77449	76525.51568	71835.4802
31	[P]	    RapidShare AG	59289.1898	64872.21722	71469.43694	79561.62462	77053.35902	79201.37721	75470.27602	79125.31732	78902.81136	77833.07432	83193.57163	82575.87757	83591.89604	81532.23376	69897.30681
32	[P]	    TWITTER.COM*	4354.178602	12180.43763	9821.181321	19114.89289	32145.99101	37322.89902	44519.65723	51623.20789	54696.36541	58435.39824	58344.83088	60336.90975	65195.81758	73534.65948	69539.54127
33	[P]	    Real.com Network	75819.22921	77149.64883	79927.38021	83971.24893	83363.06272	80082.24096	78115.06682	86400.96419	80792.50728	77981.37641	84513.67291	76784.12939	81687.43198	77556.9937	67738.8911
34	[P]	    CONDUIT.COM	26339.02809	31817.16626	29556.041	33440.70676	36502.58301	42697.15875	43470.93623	45574.00648	48272.98308	49108.54472	51699.2211	53641.4015	60548.09346	67869.75085	66694.84897
35	[P]	    Expedia Inc	44409.82723	55480.61418	54497.10228	58895.86181	57929.7295	56453.42381	59572.16511	67218.28042	63559.64786	59685.18941	59176.74647	56614.67902	58133.89098	69674.0646	64586.88608
36	[P]	    Youku	134879.4356	122977.242	61007.59015	62770.72445	56499.11918	27945.15689	84591.66743	103599.6608	53105.09466	49625.966	50935.48286	51212.91986	50255.35849	60611.44065	64432.80157
37	[P](h)	    Break Media Network	36641.06275	39918.29934	41731.79308	44754.19551	45793.90152	53316.00477	52208.33004	57333.49717	55895.79566	59961.43656	61806.74093	66818.64454	69008.16598	68368.71407	62470.02715
38	[P]	    Tudou Sites	131129.5511	66080.39491	62144.45248	58410.35536	57408.44907	49313.81953	100620.9629	114917.5139	60207.73234	58352.25695	63821.98117	62475.98515	60019.5163	62797.92996	61709.8842
39	[P](h)	    Federated Media Publishing	19466.19327	20063.60677	20425.87823	28641.4882	27923.54436	23984.43387	26105.03655	29417.37897	36002.11698	41567.17625	41818.08112	36192.73512	51702.7953	62609.28855	61120.20976
40	[P]	    Xunlei Networking	186242.6991	170947.6094	165905.1788	148337.3051	137002.6936	126151.891	136097.7325	139159.0906	72969.21766	65737.73526	67562.07208	68084.53804	63867.58941	64712.35112	61085.1927
41	[P]	    MEGAUPLOAD.COM	27673.11679	31365.05793	34634.86436	45863.41964	46151.00224	44977.94999	44290.44227	49622.93069	49991.8517	50369.64733	55205.13474	57468.56563	62442.26444	62839.78564	59569.26727
42	[P]	    Terra - Telefonica	50507.20899	49340.7536	100225.4165	109539.3849	51700.81088	103728.6455	50324.26135	53810.13937	54544.72679	55290.25441	56834.57527	55192.46692	57900.3561	60655.22312	59289.40744
43	[P]	    Gorilla Nation	61148.24078	64462.81741	63375.62561	68393.39635	65329.94291	65845.27137	59506.40859	64178.87155	61795.85726	59234.78044	61666.06008	60543.09127	64758.2463	66486.53472	58948.99612
44	[P]	    BBC Sites	43502.38412	47655.808	48376.59574	49827.75112	48765.49048	47399.69672	45223.53179	46038.07835	44599.28232	45465.40739	55305.97697	55128.12149	57512.88504	63424.79028	57217.68684
45	[P]	    Sony Online	64409.09194	62630.11474	57930.14886	57332.71547	58110.20448	63566.42383	62856.64425	62178.64406	61505.80583	65663.79303	68946.8713	74102.78793	74778.68346	68070.95815	56800.68043
46	[P]	    Lycos Sites	56323.71645	58538.33396	61003.54913	64331.29625	62378.09388	60463.85401	56495.61158	57527.60575	57386.06164	57373.35669	60360.55783	58154.13715	59327.6008	60508.02607	56789.02451
47	[P]	    Orange Sites	53859.80763	51517.88421	55094.51062	61078.82936	58117.73002	57707.88908	54779.69294	104216.3773	54322.52652	55591.6643	57756.34456	58817.5341	57650.6096	57698.6153	55975.98751
48	[P]	    Photobucket.com LLC	46303.1622	48842.17414	58571.25975	86406.43649	62011.46862	75804.95486	59609.60056	63893.93646	61624.97825	59849.45244	62092.72116	61092.00783	65372.11456	62586.22557	55227.60536
49	[P](h)	    DAILYMOTION.COM	40602.93577	42872.32278	95386.78842	53553.76033	57775.11481	54494.66553	54529.23926	57583.80693	58154.16422	55009.92184	58434.32549	61609.56263	64834.83673	64925.14597	52630.58086
50	[P]	"    Weather Channel, The"	89732.1536	43759.46618	41936.88579	43144.59709	44291.78166	43759.03	44442.24864	44409.44057	44456.60078	42289.33167	43487.59907	40180.80603	51097.58976	51767.77486	51197.42219
51	[P]	"    craigslist, inc."	38328.77632	41433.55074	40571.30951	44363.5544	47783.46857	47001.31602	93983.58589	97883.22612	49436.13803	48210.97805	46213.83646	46181.09958	45893.86817	50419.5195	50300.57649
52	[P]	    56.COM	72941.10861	64738.34473	67454.17627	65581.55406	64591.68678	54069.74634	57388.58083	64164.34292	36700.79458	34893.76085	39995.50909	37263.68911	37765.29992	40477.8759	48164.20544
53	[P]	    Deutsche Telekom	28043.52499	28253.45249	44992.41978	101964.8301	96270.05681	44929.83829	44954.42264	46678.10346	49389.25437	48344.27047	49381.44769	50488.54242	50766.48944	48890.52633	47535.07156
54	[P]	    4SHARED.COM	23529.54199	26062.94554	33541.46515	37997.76411	77025.55893	78418.69283	38646.46116	84399.88124	43731.33952	43767.78337	49575.18437	48970.4538	53535.11042	55014.08931	47534.32241
55	[P]	    Spil Games	46841.45818	47240.03188	49745.89205	48034.86604	48933.6296	52494.49995	47090.33791	53507.65218	51698.18906	48964.02421	50379.01654	50762.54344	53518.10086	49326.77729	47072.06413
56	[P]	    Comcast Corporation	32896.14265	35733.20214	34018.78948	34057.88102	34801.62462	34650.80007	37968.67544	40419.03396	37619.73697	40144.23657	42355.18737	47159.27993	49284.00175	48423.05243	47017.5117
57	[P](H)	    LINKEDIN.COM	12728.70777	14769.33593	14497.86176	17112.38183	16122.74801	15257.32559	15978.01806	18111.37445	20121.87584	22541.97579	35168.13811	35535.26549	37805.35862	42767.53117	46104.4378
58	[P]	    Warner Music	7051.027403	12513.3776	12110.55907	6474.191903	13507.62652	13531.85159	6493.347097	6809.385002	6719.57306	6652.610499	7037.518953	6682.789893	89013.90915	205665.6368	45233.72682
59	[P]	    Oak Pacific Interactive Sites	76172.32282	70646.14122	69909.47723	73369.9491	73042.35033	70631.87337	74100.40384	84462.9879	49848.6604	49090.04692	53978.52691	50054.73175	45804.94244	47489.74573	43940.28668
60	[P]	    Disney Online	55858.06556	51123.17472	50887.27836	51271.49893	48776.34937	46205.84792	50250.57285	53828.07627	51714.79108	50802.57168	53881.17704	48174.93704	52519.05389	46656.98989	43863.49284
61	[P](h)	    Gannett Sites	24398.13542	25981.43251	26703.42814	25142.0444	25624.12651	24358.79772	22717.96893	24495.19817	24973.11182	25992.6546	26009.23716	25890.54805	27474.72163	31293.96249	43226.20196
62	[P]	    FC2 inc.	36391.82642	36809.3319	71565.9108	37250.50773	37341.45976	38722.02091	82594.5956	39915.63916	41324.08876	41709.64739	42200.85821	41355.51894	42648.71147	43318.4048	43172.02556
63	[P](h)	    Time Warner - Excluding AOL	56207.74478	47727.41588	48768.9296	50067.78901	50471.28902	43662.79894	42259.02017	48561.00912	40415.65241	40913.86194	43628.6008	48077.02915	38172.61575	42862.64674	42161.94279
64	[P](h)	    iVillage.com: The Womens Network	30632.38453	31732.62612	30550.23745	32871.53047	33366.75393	33210.78483	30120.55197	61919.12932	32408.7708	39709.27573	41855.59847	41139.20577	44664.69993	41542.28357	40612.41525
65	[P]	    Rakuten Inc	75058.36618	38583.25336	75948.30874	77406.95506	38500.15234	38145.28127	41255.90943	80431.28761	40934.38409	40736.22956	42220.13285	40625.26652	42333.93703	43370.08454	40593.80409
66	[P]	    MEDIAFIRE.COM	19488.95428	22150.43293	27385.21833	30817.57248	31982.05751	34146.25521	33146.32085	72977.86328	37004.37721	37150.74241	40490.78725	43498.36088	48025.65122	48295.77033	40488.05817
67	[P]	    HI5.COM	60862.31552	59694.48266	126539.4773	63651.72716	60789.06747	54635.07262	57699.07821	59427.39094	54374.30801	49546.18967	46987.49233	48091.66398	49612.86555	46541.69295	39607.48049
68	[P]	    NTT Group	32419.12048	35280.52853	33652.58234	35343.46117	34973.0467	35274.61384	74914.4369	73671.4921	37329.5599	37186.86098	37823.18648	38196.23799	38047.38438	40228.77879	39477.70452
69	[P](h)	    Groupe Lagardere	33388.73809	34341.76577	36610.70532	39282.1184	39865.39986	38668.69004	37373.37348	37018.0496	37625.36362	39211.4421	39840.48294	40449.96629	39932.4668	42665.93731	39373.82688
70	[P]	    Wal-Mart	56006.4658	38545.59667	68097.21866	69626.63951	73530.02099	76796.64301	73579.59271	76290.90218	38492.43471	36807.53374	38881.69925	56022.91793	61944.52723	43787.80943	39280.02434
71	[P]	    Metacafe	44675.97816	46741.79747	48695.58417	55652.44832	53715.29627	47062.44508	48180.78963	50024.56329	46705.39004	44408.57438	47592.91132	47703.66056	50115.08355	46622.32036	38995.51425
72	[P](h)	    International Data Group	40038.88555	40915.75298	30329.23943	33195.60502	29895.34855	30313.16551	29536.5349	31886.58411	30034.47143	30472.63998	33609.25903	33380.36527	35151.12462	36756.85618	38212.69874
73	[P](h)	    UGO Entertainment	37213.5857	40442.65105	40041.80567	42719.70298	43222.18487	43156.92035	39353.74548	43408.98633	40728.54406	40037.78374	41490.13868	40965.09695	45035.74984	44397.15743	37748.22607
74	[P]	    Hewlett Packard	37446.81795	35580.10454	31951.89985	35399.62229	35991.48478	33206.55746	34708.56479	39396.14307	41199.44439	41564.07134	45918.89154	42012.13303	42299.07862	43487.03617	37264.0713
75	[P]	    ESPN	30146.28312	29451.80713	55621.08924	34361.39527	34277.9431	35869.29361	37326.18663	35839.1023	37181.58222	45680.05974	41852.4506	43130.85404	42353.99192	42862.22117	36590.54651
76	[P]	    Alloy Digital Network	9839.880771	9762.349456	10013.14065	9209.503928	14146.53725	14644.04649	43054.63357	24599.18431	23144.76066	35137.40658	35300.46682	36799.22938	41017.55982	39317.33635	36318.34561
77	[P]	"    PPStream, Inc."	64177.28029	64701.23013	61672.98474	61204.41341	57916.8985	51658.75549	53833.41515	60153.74321	33804.73599	32044.02113	33515.05984	33193.39191	31968.18679	35117.58404	36294.36786
78	[P]	    Yandex	28702.26622	28474.67361	27133.73008	28663.60612	28945.84178	57234.55129	50233.76833	57177.4044	30497.30822	31294.55342	31945.5618	33080.99246	34023.66457	35526.84847	35814.6296
79	[P]	    Monster Worldwide	36505.87142	40691.71268	38947.73949	46810.24606	40807.24053	36772.25827	37657.58497	37144.24511	37576.00901	38232.37487	37752.9431	36477.89009	33806.39438	38911.52151	35717.01236
80	[P]	    PConline.cn Sites	82246.9187	76721.85586	79885.84337	74129.03513	71299.44576	64078.89344	74006.22842	85826.69279	44355.20009	42826.17578	45566.38005	41182.60952	38501.89909	38441.4387	35467.01754
81	[P]	    NHN Corporation	32366.48032	32254.97262	32522.97672	32971.61124	33200.71423	33331.91994	32766.20121	67344.02528	33079.55164	34349.49065	33947.59311	33702.52835	34585.09392	35195.85499	34978.15518
82	[P]	    FILESTUBE.COM	8512.296926	4547.520318	5913.012095	7080.808627	7346.940264	9177.292078	9473.805103	13047.22986	19621.0108	26289.76068	38509.94288	44408.76027	44729.42868	38793.07203	34756.96221
83	[P]	"    Livedoor Co.,Ltd."	53099.33245	55646.64034	52234.41058	56500.05456	55251.40345	55747.20775	62836.93169	59565.27715	30366.53201	31629.28382	36176.64293	36203.51768	35907.99594	36493.33143	34359.6297
84	[P](h)	    NBC Universal	23288.80452	27112.15631	25784.84606	26011.32473	28867.28575	24725.40648	27410.41007	27202.92676	26863.22914	34919.06464	34894.10539	33781.50193	34530.27589	32216.92151	34334.65668
85	[P]	    Comment Ca Marche	N/A	44540.41519	50201.7188	53749.65776	27689.53747	29840.8652	30286.80493	62404.89168	31680.99443	33119.54286	35430.61419	36993.17848	37733.12211	38794.72093	34306.60848
86	[P]	    Mail.Ru Sites	60845.91304	30449.14239	56651.01467	30174.7528	30351.20823	29229.91059	60165.60492	58863.69686	30990.15725	31411.44192	32356.05507	33159.08748	33483.49639	35032.19996	34273.04787
87	[P]	    MIH Limited	30599.38838	31270.44443	30690.07026	32639.76962	32229.37718	30563.33867	30685.72081	61564.94962	33654.78398	33163.60571	35748.58678	34692.01054	35814.82061	36219.38155	34246.94692
88	[P](h)	    Tribune Interactive	37368.04906	21245.31777	19389.05915	19275.7177	19634.72523	20832.34982	19036.3432	20694.28573	18714.11263	20501.55594	19669.0369	20234.15814	21192.65743	33835.37396	34246.87389
89	[P](h)	    AT&T Interactive Network	35627.37047	74951.80001	69254.34394	35162.81672	32972.46491	30805.25978	60500.1486	61503.34008	30960.051	27873.04373	26322.35236	26578.91498	30672.56151	34377.95664	34111.65972
90	[P]	    Otto Gruppe	70469.78224	66903.47938	59662.71781	64411.34874	59751.84332	57386.02537	54898.36374	63305.59799	30914.02708	32873.5777	32213.1495	33309.19904	33922.97062	34832.52108	34091.46165
91	[P]	    Symantec	33670.49582	38065.80356	37496.28508	39492.53828	40460.86031	32001.25657	31742.99695	33687.5342	37358.25207	39783.49288	39105.53009	37219.34416	39037.65115	40486.39745	33371.44929
92	[P]	    Groupe PPR	33623.04832	31840.29014	31306.82549	31895.16712	32726.16496	29152.77454	28935.82193	27142.58517	29020.26405	29811.36384	30756.93493	32878.0868	35242.17557	35315.18477	33221.03701
93	[P]	    Qihoo.com Sites	34644.26901	27521.45064	27375.41218	21453.55435	16363.8159	14790.46577	19658.13089	23311.42964	11833.76768	8760.857176	44171.46784	46135.71629	36628.71592	38440.1101	33203.15264
94	[P]	    OnLine eXchange	10401.35793	28294.53925	32291.18009	21519.07796	46913.99943	51706.02891	26671.95029	58783.25993	30382.69424	32681.48009	33944.37605	33560.53531	32336.33917	36955.16783	33033.04935
95	[P]	    BROTHERSOFT.COM	23185.30483	27358.81251	19363.03089	16762.52397	16469.44667	17471.30092	16626.73195	38236.51431	19765.00635	25012.53064	35210.94395	36477.12568	37949.38556	38655.77751	32713.70194
96	[P]	    Grupo Intercom	13521.73112	30136.01661	33672.00169	19576.56726	38555.58802	40936.81473	51644.3351	56520.80839	28385.36957	32301.62025	33043.38135	32801.59236	29574.10337	32211.26598	32336.52257
97	[P]	    EA Online	33117.60665	29355.28142	29857.21928	30451.06511	31480.75953	31681.2593	37184.80371	34736.93398	32464.94894	34203.5543	33757.74471	37516.94548	36270.41077	33908.68306	32042.78673
98	[P](h)	    Discovery Digital Media Sites	22276.5966	24456.25552	23240.40746	24329.12047	25434.66597	27403.4276	22808.47983	22233.04943	23026.44072	26298.29741	30113.60202	31677.97364	30288.22983	33700.91432	31897.02781
99	[P]	    MercadoLibre	69125.63221	68771.30092	73213.63852	77351.01847	33933.9192	33298.82503	63561.49921	62593.96802	31075.06492	30951.38986	30980.42981	30432.3194	31490.45217	32196.44451	31627.63341
100	[P]	    eMule (App)	38115.81543	36633.20344	35794.70771	36336.27451	35854.56871	34281.73725	32572.17232	62137.67606	30466.12096	30020.8479	31438.65667	30947.82279	31601.40993	32474.52191	31401.80457
101	[P](h)	    Craveonline	23311.39278	24976.33025	24410.04111	25834.21274	28312.20531	29561.27112	28917.36442	68633.06298	27357.50658	27269.07633	30358.90854	31259.2243	34243.44384	34115.2112	30576.84828
102	[P](h)	    Everyday Health	29895.69441	29302.85194	24596.90943	27279.67835	27927.54062	27077.17278	50378.33576	24472.5068	33070.46407	35039.30427	34051.97183	32758.97213	35220.33764	32460.2473	30313.79047
103	[P]	"    United Online, Inc"	37813.17115	41424.1647	40728.36489	40394.44246	38171.23486	34794.19356	70112.195	35136.45993	33937.95523	31021.5991	31988.15479	32126.54838	32395.79569	33966.17995	30206.19887
104	[P]	    WebMD Health	21979.51615	26621.05664	49677.9251	27571.77081	27065.04884	25698.6237	46012.64293	47150.749	23382.82627	23502.67831	25340.17137	25227.88806	24959.22532	31448.69093	29991.33052
105	[P]	    Iliad - Free.fr Sites	28083.74382	28603.95043	32195.70266	34040.72813	33861.38186	33098.74121	31026.85893	29862.23368	29489.48137	30430.3961	31735.60012	31388.7239	31619.15457	31484.28847	29950.08443
106	[P]	    CyberAgent	46687.34664	48118.77935	47583.481	50651.03511	49972.47071	51371.92619	57233.5904	54670.77562	27643.35911	28767.21608	29653.52928	29078.95353	28782.63238	30407.69859	29792.37804
107	[P]	    auFeminin Group	39834.31378	44127.33333	47216.92907	25556.35316	25773.95411	25669.9358	50953.13547	54536.76069	26711.79962	28669.03214	29606.37063	29271.71479	30132.86277	30960.74146	29768.94091
108	[P]	    KuGou Inc.	79780.73936	77118.10075	71486.79761	70178.07133	66622.64083	63795.53258	63355.93122	69881.28624	34499.99268	33632.64251	34026.99057	33687.28377	33200.31017	33138.01973	29760.61407
109	[P]	    Nokia	36263.66458	32840.33012	36471.25714	39351.53965	33936.68486	29132.41385	31390.53227	31344.24628	31853.85339	32181.30094	33569.90574	35284.13524	37261.70784	31573.86295	29212.99636
110	[P]	    Lycos Europe Sites	50392.518	37141.11598	37143.87668	37673.16316	37478.60406	35803.94079	65861.37231	66957.17198	33710.17132	34261.75548	34020.46054	31146.02473	33630.62229	31408.77289	29121.17258
111	[P]	    Priceline.com Incorporated	16519.22801	20542.37895	22314.98832	26113.45407	25616.72397	25057.02102	53101.73387	31931.15281	29928.36959	27316.83769	25815.58592	25866.60771	25506.90482	29662.2369	29035.82301
112	[P]	    Six Apart Sites	47329.51629	50757.5837	48931.50863	51525.72605	50093.48542	51772.04943	48113.83747	49697.37223	49732.79693	49997.06328	30383.66261	30298.29679	33209.84837	34275.44777	29008.76102
113	[P](h)	    Conde Nast Digital	25028.97909	22886.96531	22243.82759	24061.31017	23885.91999	22639.98865	21259.46608	23372.4034	21326.24637	22958.84551	23529.77772	24413.48067	23627.8706	28241.90643	28753.71395
114	[P]	    Nifty Corporation	25551.06962	27337.04101	25347.21803	25973.86885	26104.94929	53865.6429	56479.48566	56619.76199	28514.97723	28158.70195	28884.60026	27978.71261	28989.67887	30456.60924	28746.8457
115	[P]	    ProSiebenSat1 Sites	58629.56017	29786.60494	29571.76583	62608.90737	57252.67197	29147.18397	56578.24524	27609.45448	28181.47822	28284.43481	28206.04485	28046.66743	29874.83797	29543.66359	28663.05937
116	[P]	    Verizon Communications Corporation	30125.42301	31012.6396	53741.87684	64689.12998	62116.85105	30187.27653	61944.53463	61108.46603	30243.74668	29998.00032	29122.50946	31019.0143	30464.57096	30692.09492	28194.55884
117	[P]	    Vodafone Group	28188.55641	51081.09134	25201.10113	51756.00751	46536.95507	25771.79219	46114.81445	28715.48772	27481.49615	27928.37814	25602.20081	25850.40197	27711.76152	26580.31211	27833.01821
118	[P]	    DEVIANTART.COM	20348.50984	21954.78026	23509.45568	26596.69425	25486.67336	27311.8028	24763.11513	27841.11518	33451.37241	32899.43082	33965.49427	32684.25456	33702.45251	32190.53597	27593.21793
119	[P]	    UOL	26724.63026	26050.55837	51871.37079	55336.80532	55490.38358	55248.48665	55001.38035	54109.64225	27172.62313	27382.80139	28634.13094	27991.10768	27268.18034	27847.6685	27553.36049
120	[P]	    MEGAVIDEO.COM	21901.0855	21688.55538	18972.89233	20594.50289	22553.83382	23948.46789	22576.53056	23575.51344	23836.50899	23253.71057	26291.71536	28584.49074	30240.90274	30667.82882	27525.33082
121	[P]	    United-Internet Sites	25667.6946	51152.16241	52187.17144	57767.86722	27729.40864	52981.44564	27224.94982	53990.4665	27195.46701	26503.77117	27828.98737	26945.41817	27884.99557	26987.7275	27137.3353
122	[P](h)	    BUZZMEDIA	22344.29052	21174.59862	20067.9005	22271.08104	21579.01277	21481.63907	21074.75339	46894.1668	23415.9699	22526.89389	22986.67451	23293.38843	27283.71189	29973.18286	27118.34949
123	[P]	    Vkontakte	40631.17781	41101.43173	37026.73887	39217.7515	39335.27884	40624.53191	42840.1148	40871.95497	22108.25736	22995.27003	23568.54266	24353.89628	25321.08042	25389.43687	27089.90807
124	[P]	    Reed Business Information	22239.11103	25550.6834	52500.64592	28033.17655	25767.42437	23890.67485	22177.74316	24851.75331	25917.04327	30022.62481	30839.8332	29455.44115	27464.40304	30733.59358	27076.20929
125	[P]	    GMO Internet Group	54013.01819	28088.1591	52276.87135	27487.32218	55132.58525	54869.16446	58669.60296	57449.03913	28493.67416	28165.4873	28718.24204	27915.15998	27653.46678	28056.82254	26900.05561
126	[P]	    AmericanGreetings Property	34700.55943	30496.59148	31574.67775	31706.00775	34252.64021	31504.63886	28071.20994	56410.5324	26401.26356	26506.03846	26953.69976	28340.89466	32429.94271	29314.91091	26748.54096
127	[P](h)	    Sheknows	12476.37484	12750.65629	25613.33276	13328.95047	13186.57276	28074.04535	33021.10489	19120.92496	18773.81024	18419.06241	19982.11661	22310.96766	26344.80586	27247.39828	26461.52619
